region_code,region,country_name,iso_a3,country_code_old,min_date,max_date,min_latitude,max_latitude,min_longitude,max_longitude,space_based
re_netherlands,Netherlands,Netherlands,NLD,nl,-800.0,1900.0,,,,,0
re_nordic_countries,Nordic countries,Sweden,SWE,se,500.0,1900.0,,,,,0
re_nordic_countries,Nordic countries,Norway,NOR,no,500.0,1900.0,,,,,0
re_nordic_countries,Nordic countries,Denmark,DNK,dk,500.0,1900.0,,,,,0
re_nordic_countries,Nordic countries,Iceland,ISL,is,500.0,1900.0,,,,,0
re_nordic_countries,Nordic countries,Finland,FIN,fi,500.0,1900.0,,,,,0
re_north_china,Northern China,Taiwan,TWN,tw,-800.0,1900.0,33,,,,1
re_north_china,Northern China,China,CHN,cn,-800.0,1900.0,33,,,,1
re_north_france,Northern France,France,FRA,fr,-800.0,1900.0,46,,,,1
re_north_india,Northern India,India,IND,in,-800.0,1900.0,21,,,,1
re_north_india,Northern India,Pakistan,PAK,pk,-800.0,1900.0,21,,,,1
re_north_india,Northern India,Bangladesh,BGD,bd,-800.0,1900.0,21,,,,1
re_north_india,Northern India,Sri Lanka,LKA,lk,-800.0,1900.0,21,,,,1
re_north_india,Northern India,Nepal,NPL,np,-800.0,1900.0,21,,,,1
re_north_italy,Northern Italy,Italy,ITA,it,-800.0,1900.0,42,,,,1
re_north_japan,Northern Japan,Japan,JPN,jp,0,1900,,,138,,1
re_northwestern_europe,Northwestern Europe,Sweden,SWE,se,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Norway,NOR,no,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Denmark,DNK,dk,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,France,FRA,fr,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Ireland,IRL,ie,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,United Kingdom,GBR,gb,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Iceland,ISL,is,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Finland,FIN,fi,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Belgium,BEL,be,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Netherlands,NLD,nl,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Germany,DEU,de,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Switzerland,CHE,ch,-800.0,1900.0,,,,,0
re_northwestern_europe,Northwestern Europe,Austria,AUT,at,-800.0,1900.0,,,,,0
re_norway,Norway,Norway,NOR,no,-800.0,1900.0,,,,,0
re_ottoman_turkey,Ottoman Turkey,Turkey,TUR,tr,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Romania,ROU,ro,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Greece,GRC,gr,1500,1900.0,,,,,0
re_ottoman_world,Ottoman world,Cyprus,CYP,cy,1500,1900.0,,,,,0
re_ottoman_world,Ottoman world,Turkey,TUR,tr,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Romania,ROU,ro,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Bulgaria,BGR,bg,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Albania,ALB,al,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Kosovo,-99,al,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Montenegro,MNE,me,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Serbia,SRB,rs,1400.0,1900.0,,,,,0
re_ottoman_world,Ottoman world,Bosnia and Herz.,BIH,ba,1500,1900.0,,,,,0
re_ottoman_world,Ottoman world,Israel,ISR,il,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Lebanon,LBN,lb,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Syria,SYR,sy,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Jordan,JOR,jo,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Iraq,IRQ,iq,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Kuwait,KWT,kw,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Oman,OMN,om,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,United Arab Emirates,ARE,ae,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Saudi Arabia,SAU,sa,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Yemen,YEM,ye,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Algeria,DZA,dz,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Morocco,MAR,ma,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Libya,LBY,ly,1600,1900.0,,,,,0
re_ottoman_world,Ottoman world,Egypt,EGY,eg,1600,1900.0,,,,,0
re_persian_world,Persian world,Iran,IRN,ir,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Afghanistan,AFG,af,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Kyrgyzstan,KGZ,kg,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Uzbekistan,UZB,uz,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Turkmenistan,TKM,tm,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Tajikistan,TJK,,-800.0,1900.0,,,,,0
re_persian_world,Persian world,Azerbaijan,AZE,az,-800.0,1900.0,,,,,0
re_portugal,Portugal,Portugal,PRT,pt,-800.0,1900.0,,,,,0
re_east_slavic,East Slavic,Belarus,BLR,by,500.0,1900,,,,,0
re_east_slavic,East Slavic,Russia,RUS,ru,500.0,1900,,,,,0
re_east_slavic,East Slavic,Ukraine,UKR,ua,500.0,1900,,,,,0
re_south_china,Southern China,Taiwan,TWN,tw,-800.0,1900.0,,33,,,1
re_south_china,Southern China,China,CHN,cn,-800.0,1900.0,,33,,,1
re_south_east_asia,South East Asia,Vietnam,VNM,vn,0,1900,,,,,0
re_south_east_asia,South East Asia,Thailand,THA,th,0,1900,,,,,0
re_south_east_asia,South East Asia,Laos,LAO,la,0,1900,,,,,0
re_south_east_asia,South East Asia,Cambodia,KHM,kh,0,1900,,,,,0
re_south_east_asia,South East Asia,Malaysia,MYS,my,0,1900,,,,,0
re_south_east_asia,South East Asia,Indonesia,IDN,id,0,1900,,,,,0
re_south_east_asia,South East Asia,Philippines,PHL,ph,0,1900,,,,,0
re_south_east_asia,South East Asia,Myanmar,MMR,mm,0,1900,,,,,0
re_south_france,Southern France,France,FRA,fr,-800.0,1900.0,,46,,,1
re_south_india,Southern India,India,IND,in,-800.0,1900.0,,21,,,1
re_south_india,Southern India,Pakistan,PAK,pk,-800.0,1900.0,,21,,,1
re_south_india,Southern India,Bangladesh,BGD,bd,-800.0,1900.0,,21,,,1
re_south_india,Southern India,Sri Lanka,LKA,lk,-800.0,1900.0,,21,,,1
re_south_india,Southern India,Nepal,NPL,np,-800.0,1900.0,,21,,,1
re_south_italy,Southern Italy,Italy,ITA,it,-800.0,1900.0,,42,,,1
re_south_japan,Southern Japan,Japan,JPN,jp,0,1900,,,,138,1
re_southwestern_europe,Southwestern Europe,Portugal,PRT,pt,-800.0,1900.0,,,,,0
re_southwestern_europe,Southwestern Europe,Italy,ITA,it,-800.0,1900.0,,,,,0
re_southwestern_europe,Southwestern Europe,Spain,ESP,it,-800.0,1900.0,,,,,0
re_spain,Spain,Spain,ESP,es,-800.0,1900.0,,,,,0
re_sweden,Sweden,Sweden,SWE,se,-800.0,1900.0,,,,,0
re_switzerland,Switzerland,Switzerland,CHE,ch,-800.0,1900.0,,,,,0
re_united_kingdom,United Kingdom,United Kingdom,GBR,gb,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Sweden,SWE,se,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Norway,NOR,no,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Denmark,DNK,dk,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,France,FRA,fr,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Ireland,IRL,ie,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,United Kingdom,GBR,gb,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Iceland,ISL,is,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Finland,FIN,fi,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Belgium,BEL,be,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Netherlands,NLD,nl,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Germany,DEU,de,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Switzerland,CHE,ch,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Austria,AUT,at,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Spain,ESP,es,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Portugal,PRT,pt,-800.0,1900.0,,,,,0
re_western_europe,Western Europe,Italy,ITA,it,-800.0,1900.0,,,,,0
re_yangtze,Yangtze,Taiwan,TWN,tw,-800.0,1900.0,25,33,117,122,1
re_yangtze,Yangtze,China,CHN,cn,-800.0,1900.0,25,33,117,122,1
re_oceania,Oceania,Fiji,FJI,,-800.0,1900.0,,,,,0
re_oceania,Oceania,Papua New Guinea,PNG,,-800.0,1900.0,,,,,0
re_oceania,Oceania,Vanuatu,VUT,,-800.0,1900.0,,,,,0
re_oceania,Oceania,New Caledonia,NCL,,-800.0,1900.0,,,,,0
re_oceania,Oceania,Solomon Is.,SLB,,-800.0,1900.0,,,,,0
re_oceania,Oceania,New Zealand,NZL,,-800.0,1900.0,,,,,0
re_oceania,Oceania,Australia,AUS,,-800.0,1900.0,,,,,0
re_africa,Africa,Tanzania,TZA,,-800.0,1900.0,,,,,0
re_africa,Africa,W. Sahara,ESH,,-800.0,1900.0,,,,,0
re_africa,Africa,Dem. Rep. Congo,COD,,-800.0,1900.0,,,,,0
re_africa,Africa,Somalia,SOM,,-800.0,1900.0,,,,,0
re_africa,Africa,Kenya,KEN,,-800.0,1900.0,,,,,0
re_africa,Africa,Sudan,SDN,,-800.0,1900.0,,,,,0
re_africa,Africa,Chad,TCD,,-800.0,1900.0,,,,,0
re_africa,Africa,South Africa,ZAF,,-800.0,1900.0,,,,,0
re_africa,Africa,Lesotho,LSO,,-800.0,1900.0,,,,,0
re_africa,Africa,Zimbabwe,ZWE,,-800.0,1900.0,,,,,0
re_africa,Africa,Botswana,BWA,,-800.0,1900.0,,,,,0
re_africa,Africa,Namibia,NAM,,-800.0,1900.0,,,,,0
re_africa,Africa,Senegal,SEN,,-800.0,1900.0,,,,,0
re_africa,Africa,Mali,MLI,,-800.0,1900.0,,,,,0
re_africa,Africa,Mauritania,MRT,,-800.0,1900.0,,,,,0
re_africa,Africa,Benin,BEN,,-800.0,1900.0,,,,,0
re_africa,Africa,Niger,NER,,-800.0,1900.0,,,,,0
re_africa,Africa,Nigeria,NGA,,-800.0,1900.0,,,,,0
re_africa,Africa,Cameroon,CMR,,-800.0,1900.0,,,,,0
re_africa,Africa,Togo,TGO,,-800.0,1900.0,,,,,0
re_africa,Africa,Ghana,GHA,,-800.0,1900.0,,,,,0
re_africa,Africa,C̫te d'Ivoire,CIV,,-800.0,1900.0,,,,,0
re_africa,Africa,Guinea,GIN,,-800.0,1900.0,,,,,0
re_africa,Africa,Guinea-Bissau,GNB,,-800.0,1900.0,,,,,0
re_africa,Africa,Liberia,LBR,,-800.0,1900.0,,,,,0
re_africa,Africa,Sierra Leone,SLE,,-800.0,1900.0,,,,,0
re_africa,Africa,Burkina Faso,BFA,,-800.0,1900.0,,,,,0
re_africa,Africa,Central African Rep.,CAF,,-800.0,1900.0,,,,,0
re_africa,Africa,Congo,COG,,-800.0,1900.0,,,,,0
re_africa,Africa,Gabon,GAB,,-800.0,1900.0,,,,,0
re_africa,Africa,Eq. Guinea,GNQ,,-800.0,1900.0,,,,,0
re_africa,Africa,Zambia,ZMB,,-800.0,1900.0,,,,,0
re_africa,Africa,Malawi,MWI,,-800.0,1900.0,,,,,0
re_africa,Africa,Mozambique,MOZ,,-800.0,1900.0,,,,,0
re_africa,Africa,eSwatini,SWZ,,-800.0,1900.0,,,,,0
re_africa,Africa,Angola,AGO,,-800.0,1900.0,,,,,0
re_africa,Africa,Burundi,BDI,,-800.0,1900.0,,,,,0
re_africa,Africa,Madagascar,MDG,,-800.0,1900.0,,,,,0
re_africa,Africa,Gambia,GMB,,-800.0,1900.0,,,,,0
re_africa,Africa,Eritrea,ERI,,-800.0,1900.0,,,,,0
re_africa,Africa,Ethiopia,ETH,,-800.0,1900.0,,,,,0
re_africa,Africa,Djibouti,DJI,,-800.0,1900.0,,,,,0
re_africa,Africa,Somaliland,SOL,,-800.0,1900.0,,,,,0
re_africa,Africa,Uganda,UGA,,-800.0,1900.0,,,,,0
re_africa,Africa,Rwanda,RWA,,-800.0,1900.0,,,,,0
re_africa,Africa,S. Sudan,SSD,,-800.0,1900.0,,,,,0
re_south_america,South America,Argentina,ARG,,-800.0,1900.0,,,,,0
re_south_america,South America,Chile,CHL,,-800.0,1900.0,,,,,0
re_south_america,South America,Falkland Is.,FLK,,-800.0,1900.0,,,,,0
re_south_america,South America,Uruguay,URY,,-800.0,1900.0,,,,,0
re_south_america,South America,Brazil,BRA,,-800.0,1900.0,,,,,0
re_south_america,South America,Bolivia,BOL,,-800.0,1900.0,,,,,0
re_south_america,South America,Peru,PER,,-800.0,1900.0,,,,,0
re_south_america,South America,Colombia,COL,,-800.0,1900.0,,,,,0
re_south_america,South America,Venezuela,VEN,,-800.0,1900.0,,,,,0
re_south_america,South America,Guyana,GUY,,-800.0,1900.0,,,,,0
re_south_america,South America,Suriname,SUR,,-800.0,1900.0,,,,,0
re_south_america,South America,Ecuador,ECU,,-800.0,1900.0,,,,,0
re_south_america,South America,Paraguay,PRY,,-800.0,1900.0,,,,,0
re_north_america,North America,Canada,CAN,,-800.0,1900.0,,,,,0
re_north_america,North America,United States of America,USA,,-800.0,1900.0,,,,,0
re_north_america,North America,Haiti,HTI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Dominican Rep.,DOM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Bahamas,BHS,,-800.0,1900.0,,,,,0
re_north_america,North America,Greenland,GRL,,-800.0,1900.0,,,,,0
re_central_america,Central America,Mexico,MEX,,-800.0,1900.0,,,,,0
re_central_america,Central America,Panama,PAN,,-800.0,1900.0,,,,,0
re_central_america,Central America,Costa Rica,CRI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Nicaragua,NIC,,-800.0,1900.0,,,,,0
re_central_america,Central America,Honduras,HND,,-800.0,1900.0,,,,,0
re_central_america,Central America,El Salvador,SLV,,-800.0,1900.0,,,,,0
re_central_america,Central America,Guatemala,GTM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Belize,BLZ,,-800.0,1900.0,,,,,0
re_central_america,Central America,Puerto Rico,PRI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Jamaica,JAM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Cuba,CUB,,-800.0,1900.0,,,,,0
re_central_america,Central America,Trinidad and Tobago,TTO,,-800.0,1900.0,,,,,0